"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.084111190E2,-5.687793876E-1,-4.154109775E-1,-2.312144605E0
1.084210460E2,-6.400278199E-1,-7.406772221E-2,-2.910681387E0
1.084309720E2,-6.277715443E-1,3.182794065E-1,-3.369793065E0
1.084408990E2,-5.998166641E-1,6.071187035E-1,-3.667267823E0
1.084508250E2,-5.467834414E-1,8.414982399E-1,-3.758971460E0
1.084607510E2,-4.770052914E-1,1.035868605E0,-3.662747340E0
1.084706780E2,-4.955187456E-1,1.131936312E0,-3.503080346E0
1.084806040E2,-5.654679266E-1,1.110177507E0,-3.315726201E0
1.084905310E2,-6.716414492E-1,9.743759964E-1,-3.060149083E0
1.085004570E2,-7.339876784E-1,8.112598027E-1,-2.741173528E0
1.085103840E2,-7.595731938E-1,6.413533106E-1,-2.431569892E0
1.085203100E2,-7.324644057E-1,5.556938671E-1,-2.103213065E0
1.085302370E2,-6.904971848E-1,5.373795837E-1,-1.807749165E0
1.085401630E2,-5.698917107E-1,4.571626189E-1,-1.605378200E0
1.085500890E2,-3.869244758E-1,3.972241269E-1,-1.370877371E0
1.085600160E2,-2.405330731E-1,4.110835263E-1,-9.899236697E-1
1.085699420E2,-7.214187778E-2,4.923362888E-1,-5.073652411E-1
1.085798690E2,1.363736148E-1,5.600999634E-1,-5.872534096E-2
1.085897950E2,3.075541147E-1,6.637927316E-1,2.033299077E-1
1.085997220E2,4.822157087E-1,8.512766849E-1,3.170839798E-1
1.086096480E2,5.928943647E-1,1.020624037E0,3.459470057E-1
1.086195750E2,5.355745482E-1,1.215920016E0,5.582775325E-1
1.086295010E2,4.971863350E-1,1.413520968E0,9.410701829E-1
1.086394270E2,4.447887777E-1,1.622007828E0,1.434652952E0
1.086493540E2,4.522246818E-1,1.757790554E0,1.967360026E0
1.086592800E2,5.372885133E-1,1.759496626E0,2.428280248E0
1.086692070E2,6.355876637E-1,1.515290441E0,2.752026545E0
1.086791330E2,6.788071389E-1,9.583617883E-1,2.922134913E0
1.086890600E2,7.165404640E-1,3.063766134E-1,3.076624197E0
1.086989860E2,7.895430976E-1,-2.988228147E-1,3.287881760E0
1.087089130E2,6.164530159E-1,-8.894949634E-1,3.592258571E0
1.087188390E2,1.910437016E-2,-1.186260234E0,3.922993460E0
1.087287660E2,-6.797081217E-1,-8.871360505E-1,4.114465215E0
1.087386920E2,-1.414969031E0,7.168039542E-2,3.791922859E0
1.087486180E2,-1.598908841E0,1.098042999E0,2.925556703E0
1.087585450E2,-7.691832389E-1,1.684174109E0,1.782521353E0
1.087684710E2,3.106267900E-1,1.786065058E0,1.268467482E0
1.087783980E2,1.188579971E0,1.048621675E0,1.708018470E0
1.087883240E2,1.166337967E0,-1.757866714E-2,2.786505822E0
1.087982510E2,2.730336153E-1,-1.047337261E0,3.506864079E0
1.088081770E2,-1.008108583E0,-1.817003261E0,3.210861066E0
1.088181040E2,-2.196789565E0,-2.249991334E0,2.030437449E0
1.088280300E2,-3.214131414E0,-2.242553237E0,5.360288769E-1
1.088379560E2,-3.422027704E0,-2.003120281E0,-6.297562355E-1
1.088478830E2,-3.045372292E0,-1.534323274E0,-1.431224729E0
1.088578090E2,-2.116911483E0,-9.183277300E-1,-1.784786564E0
1.088677360E2,-1.057614254E0,-5.569871981E-1,-1.669465438E0
1.088776620E2,-9.997090582E-2,-4.254389524E-1,-1.128788610E0
1.088875890E2,5.016592357E-1,-3.332967009E-1,-4.465530288E-1
1.088975150E2,8.108236004E-1,-5.564379253E-1,8.454547584E-2
1.089074420E2,8.387541416E-1,-9.901908875E-1,1.945000273E-1
1.089173680E2,6.740123489E-1,-1.304019869E0,-8.526468337E-2
1.089272940E2,5.172799626E-1,-1.364199558E0,-4.884489137E-1
1.089372210E2,3.860113965E-1,-1.317543163E0,-9.973987502E-1
1.089471470E2,3.900809855E-1,-1.257487288E0,-1.676858073E0
1.089570740E2,4.458087514E-1,-1.096919091E0,-2.255105016E0
1.089670000E2,5.522523787E-1,-7.942023052E-1,-2.613899524E0
1.089769270E2,6.807303612E-1,-4.710889324E-1,-2.870572411E0
1.089868530E2,6.433672379E-1,-1.039653764E-1,-3.066476355E0
1.089967800E2,5.172526634E-1,2.214514522E-1,-3.267231148E0
1.090067060E2,4.126943977E-1,4.873109359E-1,-3.559707706E0
1.090166320E2,2.671452864E-1,7.395635102E-1,-3.860315402E0
1.090265590E2,1.982202452E-2,1.009609344E0,-4.004487274E0
1.090364850E2,-1.228154657E-1,1.228541378E0,-3.987150280E0
1.090464120E2,-2.133124752E-1,1.374980508E0,-3.817254167E0
1.090563380E2,-2.768225197E-1,1.344665619E0,-3.511911981E0
1.090662650E2,-2.794586089E-1,1.237885374E0,-2.914549320E0
1.090761910E2,-2.167002241E-1,1.158379760E0,-2.121721841E0
1.090861180E2,-1.967973983E-1,8.647561249E-1,-1.351139510E0
1.090960440E2,-2.772313314E-1,5.264121075E-1,-5.168868470E-1
1.091059700E2,-3.827992286E-1,3.946563221E-1,3.318230563E-1
1.091158970E2,-5.105507676E-1,2.185160769E-1,1.005185487E0
1.091258230E2,-6.583720703E-1,4.421401352E-2,1.528166302E0
1.091357506E2,-7.525351927E-1,-2.780038582E-2,1.912878594E0
1.091456766E2,-8.292173329E-1,-5.568098813E-2,2.247342837E0
1.091556036E2,-9.626120563E-1,3.780530071E-2,2.568216398E0
1.091655296E2,-9.870100752E-1,1.541630467E-1,2.740746682E0
1.091754566E2,-8.945947587E-1,2.404999267E-1,2.708174182E0
1.091853826E2,-7.628447109E-1,2.656070301E-1,2.642478960E0
1.091953096E2,-6.903423797E-1,3.317031153E-1,2.649812538E0
1.092052356E2,-7.746028038E-1,4.427900897E-1,2.628897632E0
1.092151616E2,-9.643873440E-1,6.509063454E-1,2.423932258E0
1.092250886E2,-9.201683604E-1,7.042188457E-1,2.008858300E0
1.092350146E2,-6.246872111E-1,4.812935297E-1,1.781502768E0
1.092449416E2,-7.701247868E-1,3.318909206E-1,2.205116585E0
1.092548676E2,-1.712300971E0,6.127537384E-1,3.022946758E0
1.092647946E2,-2.459125772E0,1.175285668E0,3.400123742E0
1.092747206E2,-2.035419569E0,1.519039384E0,3.057341834E0
1.092846476E2,-7.727528179E-1,1.397216885E0,2.607140143E0
1.092945736E2,1.319395853E0,6.197346926E-1,2.541270089E0
1.093044996E2,2.797875148E0,-5.923390254E-1,3.153910940E0
1.093144266E2,3.353158614E0,-2.104799268E0,4.456486400E0
1.093243526E2,2.956142319E0,-3.093690173E0,5.813381909E0
1.093342796E2,1.758076337E0,-3.497024385E0,6.244609385E0
1.093442056E2,7.963705990E-1,-3.679633807E0,5.288777322E0
1.093541326E2,4.489286795E-1,-3.330999128E0,3.383785452E0
1.093640586E2,6.671804622E-1,-2.461807306E0,1.181709419E0
1.093739856E2,1.309390682E0,-1.431295481E0,-7.185748565E-1
1.093839116E2,2.131913246E0,-4.258935734E-1,-2.055099251E0
1.093938376E2,2.795054744E0,4.418938212E-1,-2.860851415E0
1.094037646E2,3.031748864E0,1.031077908E0,-3.223043740E0
1.094136906E2,2.931677276E0,1.153063618E0,-3.233834192E0
1.094236176E2,2.491174361E0,8.814225168E-1,-3.039023677E0
1.094335436E2,1.814988018E0,4.726262750E-1,-2.801648356E0
1.094434706E2,1.235546927E0,1.701089337E-2,-2.564406352E0
1.094533966E2,7.660120746E-1,-1.160112984E-1,-2.299760202E0
1.094633236E2,2.562760068E-1,-1.099007023E-1,-2.239188895E0
1.094732496E2,-1.196069523E-1,-1.601661820E-1,-2.438298867E0
1.094831766E2,-4.789330819E-1,-7.344386541E-2,-2.798645811E0
1.094931026E2,-7.863744915E-1,7.953735391E-2,-3.178368089E0
1.095030286E2,-1.006612354E0,2.062361200E-1,-3.435706388E0
1.095129556E2,-1.154795271E0,2.992430285E-1,-3.543048989E0
1.095228816E2,-1.207551043E0,3.367547077E-1,-3.619899529E0
1.095328086E2,-1.271496632E0,4.321067517E-1,-3.606750895E0
1.095427346E2,-1.238310613E0,4.383457308E-1,-3.447737035E0
1.095526616E2,-1.197482064E0,3.727732272E-1,-3.110589504E0
1.095625876E2,-1.145626252E0,3.552782848E-1,-2.609972534E0
1.095725136E2,-1.048470086E0,3.146864387E-1,-2.122650964E0
1.095824406E2,-9.637894662E-1,3.477531010E-1,-1.723375012E0
1.095923666E2,-8.436663875E-1,4.207354521E-1,-1.531093419E0
1.096022936E2,-6.920108827E-1,4.542737655E-1,-1.512496934E0
1.096122196E2,-4.499688991E-1,4.831332099E-1,-1.468294322E0
1.096221466E2,-1.094442357E-1,4.826416418E-1,-1.234098133E0
1.096320726E2,2.010290100E-1,4.988142729E-1,-6.857825017E-1
1.096419996E2,4.253612575E-1,5.337041701E-1,7.969404101E-2
1.096519256E2,5.655105382E-1,5.215909686E-1,7.891671216E-1
1.096618526E2,6.147205590E-1,4.596858021E-1,1.371221772E0
1.096717786E2,6.326810127E-1,4.416480554E-1,1.756674905E0
1.096817046E2,6.980564652E-1,4.399790043E-1,2.059519746E0
1.096916316E2,6.915284874E-1,5.865867539E-1,2.466227508E0
1.097015576E2,5.823615194E-1,8.277049506E-1,2.832722799E0
1.097114846E2,4.501646712E-1,9.537406607E-1,3.004946689E0
1.097214106E2,2.857883660E-1,1.083507771E0,3.013923334E0
1.097313376E2,1.361914832E-1,1.243961216E0,2.924286103E0
1.097412636E2,1.181805241E-1,1.215490612E0,2.798816550E0
1.097511906E2,2.799583631E-1,9.697939720E-1,2.844151767E0
1.097611166E2,6.314946127E-1,5.821364016E-1,3.182319637E0
1.097710436E2,7.951957472E-1,5.617544787E-2,3.719100466E0
1.097809696E2,4.967462954E-1,-5.006930929E-1,4.299906735E0
1.097908956E2,-1.899728937E-1,-7.416600294E-1,4.756128135E0
1.098008226E2,-8.835794815E-1,-2.796774775E-1,4.851024352E0
1.098107486E2,-1.168177208E0,7.743663570E-1,4.385908168E0
1.098206756E2,-3.438727791E-1,1.606216691E0,3.560409957E0
1.098306016E2,7.733869484E-1,2.013438862E0,2.667955279E0
1.098405286E2,1.325921053E0,1.729388435E0,1.861181021E0
1.098504546E2,1.118047055E0,8.201985875E-1,1.479182423E0
1.098603816E2,1.506233981E-1,-2.791607298E-1,1.590717477E0
1.098703076E2,-1.077293351E0,-1.076289238E0,1.617514096E0
1.098802336E2,-2.284399567E0,-1.517624650E0,1.058018589E0
1.098901606E2,-3.179438421E0,-1.710942809E0,6.232956469E-2
1.099000866E2,-3.585222324E0,-1.713694654E0,-9.962363237E-1
1.099100136E2,-3.510701315E0,-1.427620652E0,-2.085719365E0
1.099199396E2,-2.897923347E0,-1.084424688E0,-2.766633475E0
1.099298666E2,-1.981064145E0,-7.220252985E-1,-2.922996207E0
1.099397926E2,-1.095269446E0,-6.633004691E-1,-2.731814475E0
1.099497196E2,-3.767469949E-1,-8.773894729E-1,-1.999458316E0
1.099596456E2,1.237582196E-1,-1.024537286E0,-1.048580014E0
1.099695716E2,4.481921495E-1,-1.161517595E0,-3.857086569E-1
1.099794986E2,4.924750140E-1,-1.366223572E0,-1.156561714E-1
1.099894246E2,2.259101003E-1,-1.542037360E0,-2.556642419E-1
1.099993516E2,-9.522687703E-2,-1.615335862E0,-7.245156276E-1
1.100092776E2,-3.393267151E-1,-1.586060462E0,-1.313833104E0
1.100192046E2,-4.743628981E-1,-1.492741823E0,-1.977397356E0
1.100291306E2,-4.327992813E-1,-1.169192723E0,-2.638467185E0
1.100390576E2,-2.441721974E-1,-6.613468413E-1,-3.141017244E0
1.100489836E2,-3.364729084E-2,-2.213852508E-1,-3.425890083E0
1.100589106E2,1.101657821E-1,1.111270096E-1,-3.548714356E0
1.100688366E2,2.372297982E-1,4.141188890E-1,-3.639382451E0
1.100787626E2,3.563152885E-1,6.715705517E-1,-3.687676359E0
1.100886896E2,4.067448192E-1,8.198522130E-1,-3.701790369E0
1.100986156E2,4.584325245E-1,9.548716584E-1,-3.573373234E0
1.101085426E2,4.699326821E-1,1.091868705E0,-3.225789592E0
1.101184686E2,4.874113253E-1,1.124890563E0,-2.713713250E0
1.101283956E2,3.802508658E-1,1.040496019E0,-2.132301208E0
1.101383217E2,2.615096303E-1,1.005750913E0,-1.522002752E0
1.101482487E2,2.321188932E-1,1.041123352E0,-1.145937324E0
1.101581747E2,2.547253253E-1,9.813596184E-1,-1.007916722E0
1.101681007E2,3.239004811E-1,9.228031889E-1,-8.883856004E-1
1.101780277E2,4.828665769E-1,1.005837525E0,-5.176253504E-1
1.101879537E2,6.157020141E-1,1.110056031E0,1.156959325E-1
1.101978807E2,4.960189018E-1,1.153603535E0,7.457521302E-1
1.102078067E2,2.598148149E-1,1.264021259E0,1.198847024E0
1.102177337E2,6.265993237E-2,1.422561202E0,1.471216176E0
1.102276597E2,-6.882593092E-2,1.579409546E0,1.622336295E0
1.102375867E2,-1.095373526E-1,1.722298248E0,1.699042994E0
1.102475127E2,-1.444373729E-1,1.778096326E0,1.819680993E0
1.102574397E2,-1.922143507E-1,1.759843219E0,2.039657339E0
1.102673657E2,-2.797019627E-1,1.610490421E0,2.318478309E0
1.102772917E2,-3.235834889E-1,1.388321515E0,2.596655501E0
1.102872187E2,-2.812151308E-1,1.074807772E0,2.880273526E0
1.102971447E2,-1.632638541E-1,6.633623765E-1,3.208919790E0
1.103070717E2,-3.306169219E-2,1.630245203E-1,3.784019178E0
1.103169977E2,-3.381611823E-1,-1.443975113E-1,4.566561404E0
1.103269247E2,-1.101250490E0,-1.315094166E-1,5.287373990E0
1.103368507E2,-1.397227410E0,-6.627747679E-2,5.451248056E0
1.103467777E2,-7.128253625E-1,-2.945952961E-1,4.890797698E0
1.103567037E2,2.163957668E-1,-6.484430596E-1,4.109630737E0
1.103666297E2,1.134205982E0,-1.409455984E0,3.748637091E0
1.103765567E2,1.626890253E0,-2.428842896E0,4.115448716E0
1.103864827E2,1.668314560E0,-3.263493024E0,4.739843055E0
1.103964097E2,1.186595718E0,-3.644975898E0,4.926261646E0
1.104063357E2,4.466945314E-1,-3.807792202E0,4.213174401E0
1.104162627E2,-4.608802329E-2,-3.763639292E0,2.663836500E0
1.104261887E2,-2.969459681E-1,-3.264064004E0,9.717364901E-1
1.104361157E2,-9.492216401E-2,-2.563601190E0,-6.617270565E-1
1.104460417E2,5.971961613E-1,-1.751954741E0,-1.958890918E0
1.104559677E2,1.452724941E0,-8.876986988E-1,-2.754440861E0
1.104658947E2,2.149650336E0,-3.629958786E-2,-3.055404067E0
1.104758207E2,2.535111509E0,5.105266478E-1,-2.944071912E0
1.104857477E2,2.472830184E0,5.781085836E-1,-2.603140063E0
1.104956737E2,1.836686743E0,3.233506236E-1,-2.316482069E0
1.105056007E2,9.459428870E-1,-6.288879605E-2,-2.212106931E0
1.105155267E2,4.063231619E-1,-3.340825666E-1,-2.215977788E0
1.105254537E2,8.398731343E-2,-3.329175089E-1,-2.389260024E0
1.105353797E2,-6.396580749E-2,-1.607800665E-1,-2.756351146E0
1.105453067E2,9.816010993E-3,1.586958082E-1,-3.102437316E0
1.105552327E2,4.173670356E-2,5.781283911E-1,-3.400371079E0
1.105651587E2,6.447150257E-3,8.923978136E-1,-3.695071333E0
1.105750857E2,-2.719239873E-2,1.091619760E0,-3.949219392E0
1.105850117E2,-1.677695906E-1,1.270408757E0,-4.065902334E0
1.105949387E2,-2.846016371E-1,1.410179723E0,-4.035181063E0
1.106048647E2,-4.090827188E-1,1.460537552E0,-3.788926161E0
1.106147917E2,-4.976826174E-1,1.417223133E0,-3.365030508E0
1.106247177E2,-5.757569066E-1,1.264021990E0,-2.847378845E0
1.106346447E2,-6.336655377E-1,1.140733082E0,-2.309364839E0
1.106445707E2,-5.683160323E-1,1.009031786E0,-2.008192302E0
1.106544977E2,-4.743305922E-1,7.935766532E-1,-1.889700231E0
1.106644237E2,-4.143092159E-1,5.747261886E-1,-1.759759312E0
1.106743497E2,-3.303176907E-1,4.735188160E-1,-1.379456990E0
1.106842767E2,-2.198501009E-1,5.214109839E-1,-8.509610814E-1
1.106942027E2,-1.682322150E-1,5.551931262E-1,-3.586202610E-1
1.107041297E2,-2.023472831E-1,5.279136359E-1,-7.126703382E-2
1.107140557E2,-2.808111978E-1,4.794248327E-1,9.701817155E-2
1.107239827E2,-3.503764178E-1,4.490834845E-1,3.053299069E-1
1.107339087E2,-4.257266354E-1,6.151462363E-1,6.775671637E-1
1.107438357E2,-4.430662245E-1,9.364508095E-1,1.230776330E0
1.107537617E2,-3.570045656E-1,1.276137275E0,1.778759254E0
1.107636877E2,-2.234048608E-1,1.552937739E0,2.264931847E0
1.107736147E2,-1.078161699E-1,1.688046135E0,2.661420431E0
1.107835407E2,-6.973588558E-2,1.637276077E0,3.019246640E0
1.107934677E2,4.394566286E-3,1.408680789E0,3.412678884E0
1.108033937E2,2.260877095E-1,9.719313486E-1,3.740907072E0
1.108133207E2,4.898162120E-1,3.062310360E-1,3.973319861E0
1.108232467E2,7.115429950E-1,-4.217779741E-1,4.176277301E0
1.108331737E2,6.171138243E-1,-1.022525698E0,4.499205573E0
1.108430997E2,2.182938096E-1,-1.433709942E0,4.743860677E0
1.108530267E2,-5.680801702E-1,-1.479344975E0,4.821232204E0
1.108629527E2,-1.119241422E0,-9.873610543E-1,4.493100495E0
1.108728787E2,-1.302183112E0,6.188828263E-2,3.562053024E0
1.108828057E2,-8.675831075E-1,1.044755496E0,2.277726724E0
1.108927317E2,4.435840320E-2,1.614308361E0,1.173670083E0
1.109026587E2,7.922151290E-1,1.539887923E0,6.601225805E-1
1.109125847E2,8.511131090E-1,8.322195858E-1,8.436929923E-1
1.109225117E2,1.849640957E-1,-8.681302607E-2,1.420372297E0
1.109324377E2,-7.357622353E-1,-8.316326715E-1,1.835959057E0
1.109423647E2,-1.938076439E0,-1.297581938E0,1.554015089E0
1.109522907E2,-2.936046900E0,-1.555863101E0,6.379107624E-1
1.109622167E2,-3.539402373E0,-1.711819599E0,-4.063089824E-1
1.109721437E2,-3.538864136E0,-1.712909227E0,-1.160576997E0
1.109820697E2,-2.993903053E0,-1.546209056E0,-1.653776189E0
1.109919967E2,-2.028269302E0,-1.322327062E0,-1.589742161E0
1.110019227E2,-1.149440025E0,-1.253461334E0,-1.064290313E0
1.110118497E2,-5.558014194E-1,-1.541583323E0,-3.250683528E-1
1.110217757E2,-6.197800085E-2,-1.736051922E0,5.481688660E-1
1.110317027E2,4.210653447E-1,-1.681008719E0,1.282425370E0
1.110416287E2,6.730257775E-1,-1.729878139E0,1.449511896E0
1.110515547E2,5.435923965E-1,-1.786724916E0,1.005144557E0
1.110614817E2,3.620857595E-1,-1.764977952E0,1.202824885E-1
1.110714077E2,3.517532543E-1,-1.642663702E0,-8.748674226E-1
1.110813347E2,3.756965061E-1,-1.406829269E0,-1.797973790E0
1.110912607E2,3.953529448E-1,-1.065852396E0,-2.551267658E0
1.111011877E2,4.903073781E-1,-6.926746879E-1,-3.216619404E0
1.111111137E2,5.669040393E-1,-2.925720133E-1,-3.872081169E0
1.111210407E2,5.895346277E-1,9.950725816E-2,-4.478987070E0
1.111309667E2,5.840910161E-1,4.684163163E-1,-4.934039027E0
1.111408936E2,6.776668587E-1,8.046902367E-1,-5.387184792E0
1.111508196E2,6.713113739E-1,1.203921091E0,-5.651313463E0
1.111607456E2,6.914351512E-1,1.531445713E0,-5.617805994E0
1.111706726E2,7.084916255E-1,1.752766919E0,-5.321692468E0
1.111805986E2,6.876973917E-1,1.893245983E0,-4.832792734E0
1.111905256E2,6.711939910E-1,1.902286801E0,-4.219406948E0
1.112004516E2,4.787373463E-1,1.817515477E0,-3.368050595E0
1.112103786E2,3.381942922E-1,1.679894971E0,-2.303491310E0
1.112203046E2,2.262314048E-1,1.514704404E0,-1.402520748E0
1.112302316E2,2.216529619E-2,1.342673034E0,-6.997474068E-1
1.112401576E2,-1.489468918E-1,1.209518266E0,-8.055065811E-2
1.112500846E2,-2.384900925E-1,1.065723684E0,4.828385103E-1
1.112600106E2,-3.140953948E-1,9.550922446E-1,1.055771504E0
1.112699366E2,-4.549395441E-1,9.681058808E-1,1.624019124E0
1.112798636E2,-5.861853791E-1,1.018486368E0,2.112645208E0
1.112897896E2,-6.025057620E-1,9.657711607E-1,2.527161927E0
1.112997166E2,-6.557992955E-1,8.683610065E-1,3.058501922E0
1.113096426E2,-6.779862629E-1,8.149223524E-1,3.702654587E0
1.113195696E2,-6.353214692E-1,7.673894593E-1,4.229142562E0
1.113294956E2,-6.319480643E-1,7.702321563E-1,4.524339829E0
1.113394226E2,-7.048789233E-1,9.032200596E-1,4.548814520E0
1.113493486E2,-7.279051124E-1,9.972819521E-1,4.243458300E0
1.113592746E2,-6.288803957E-1,8.202551593E-1,3.820978258E0
1.113692016E2,-5.462365805E-1,3.927091993E-1,3.688881471E0
1.113791276E2,-9.654309259E-1,8.158148568E-2,4.098510502E0
1.113890546E2,-1.859026907E0,2.989020262E-1,4.701613959E0
1.113989806E2,-2.428191517E0,6.999969368E-1,4.705756127E0
1.114089076E2,-1.682344515E0,6.039696125E-1,3.921005992E0
1.114188336E2,4.772242057E-2,4.702745615E-2,3.252563993E0
1.114287606E2,1.780953714E0,-1.232208167E0,3.400842365E0
1.114386866E2,2.513343202E0,-2.823982089E0,4.265762504E0
1.114486136E2,2.317672855E0,-3.990074765E0,5.358573196E0
1.114585396E2,1.385921672E0,-4.316543233E0,5.899331886E0
1.114684656E2,2.683743711E-1,-4.291451369E0,4.805442967E0
1.114783926E2,-2.344421016E-1,-3.834285059E0,2.555075950E0
1.114883186E2,-9.361858210E-2,-3.060542308E0,6.094786763E-2
1.114982456E2,5.096200736E-1,-2.063774911E0,-1.999695128E0
1.115081716E2,1.441247003E0,-1.034052825E0,-3.333681246E0
1.115180986E2,2.291992615E0,-1.637665137E-1,-3.856531084E0
1.115280246E2,2.704699767E0,5.599979295E-1,-3.756154271E0
1.115379516E2,2.718674320E0,8.253846292E-1,-3.267976668E0
1.115478776E2,2.323354741E0,6.114107060E-1,-2.791010517E0
1.115578046E2,1.513717102E0,1.574476104E-1,-2.454619616E0
1.115677306E2,7.535444221E-1,-3.365462910E-1,-2.213178141E0
1.115776566E2,1.966044950E-1,-5.120244487E-1,-1.988746217E0
1.115875836E2,-1.248520053E-1,-5.464228874E-1,-1.993264945E0
1.115975096E2,-2.354910921E-1,-3.965570327E-1,-2.237631782E0
1.116074366E2,-2.002775697E-1,-4.324311990E-2,-2.599342296E0
1.116173626E2,-8.958589450E-2,3.110542214E-1,-3.003293096E0
1.116272896E2,-1.141663740E-1,6.542864746E-1,-3.366834959E0
1.116372156E2,-2.032140962E-1,9.172422675E-1,-3.622247186E0
1.116471426E2,-2.034737126E-1,1.112988190E0,-3.710931906E0
1.116570686E2,-1.691986135E-1,1.278959872E0,-3.653358466E0
1.116669946E2,-1.818606494E-1,1.407958805E0,-3.554466262E0
1.116769216E2,-2.018648695E-1,1.393623917E0,-3.498449936E0
1.116868476E2,-2.834382787E-1,1.269989804E0,-3.324815113E0
1.116967746E2,-3.482417455E-1,1.154738991E0,-2.948762548E0
1.117067006E2,-3.025064692E-1,9.609530550E-1,-2.495300449E0
1.117166276E2,-3.008832456E-1,7.577741517E-1,-1.996636450E0
1.117265536E2,-2.486727992E-1,5.491376766E-1,-1.511288314E0
1.117364806E2,-1.222855070E-1,3.416839835E-1,-1.121069115E0
1.117464066E2,3.537625769E-2,1.383206006E-1,-7.804085773E-1
1.117563336E2,1.893270870E-1,3.670463088E-2,-3.780499738E-1
1.117662596E2,3.752659683E-1,4.034479672E-2,6.823817611E-2
1.117761856E2,5.035484345E-1,5.573333442E-2,4.824332982E-1
1.117861126E2,5.424552958E-1,1.081270590E-1,9.239401799E-1
1.117960386E2,6.317439964E-1,1.803892889E-1,1.388396798E0
1.118059656E2,6.702648684E-1,3.767021906E-1,1.787601414E0
1.118158916E2,6.465196180E-1,6.951460867E-1,2.097418474E0
1.118258186E2,6.203684577E-1,1.069909560E0,2.307651020E0
1.118357446E2,6.232108623E-1,1.443992417E0,2.484932166E0
1.118456716E2,6.188801220E-1,1.750518957E0,2.668538246E0
1.118555976E2,6.820180643E-1,1.898699388E0,2.829629622E0
1.118655236E2,7.794067300E-1,1.789800259E0,2.928254609E0
1.118754506E2,7.920500913E-1,1.444749047E0,3.023348461E0
1.118853766E2,7.350356457E-1,8.440994469E-1,3.232033249E0
1.118953036E2,6.389408226E-1,2.395538472E-2,3.700998071E0
1.119052296E2,3.106989665E-1,-6.784179336E-1,4.407773246E0
1.119151566E2,-4.365436920E-1,-1.095597621E0,5.035853670E0
1.119250826E2,-1.379141241E0,-9.881409998E-1,5.073499798E0
1.119350096E2,-2.302075407E0,-3.887552390E-2,4.506944363E0
1.119449356E2,-2.135119713E0,1.015769386E0,3.208520426E0
1.119548626E2,-8.913913617E-1,1.612435936E0,1.584201924E0
1.119647886E2,2.748007900E-1,1.969729464E0,7.080943072E-1
1.119747156E2,8.962368031E-1,1.517261684E0,6.960157138E-1
1.119846416E2,6.402606122E-1,4.892286399E-1,1.376315866E0
1.119945676E2,-3.006127388E-1,-5.213044915E-1,2.033318957E0
1.120044946E2,-1.540833857E0,-1.285984717E0,2.060148906E0
1.120144206E2,-2.656902872E0,-1.773560202E0,1.216169985E0
1.120243476E2,-3.496712143E0,-1.981303296E0,6.531807661E-2
1.120342736E2,-3.706469895E0,-1.992121522E0,-8.778787386E-1
1.120442006E2,-3.326730953E0,-1.758068005E0,-1.660308114E0
1.120541266E2,-2.401402937E0,-1.288714343E0,-1.940785015E0
1.120640536E2,-1.380871724E0,-8.435400876E-1,-1.665751287E0
1.120739796E2,-5.348288455E-1,-8.034162015E-1,-1.105124928E0
1.120839056E2,6.530397020E-2,-1.012473384E0,-3.263459694E-1
1.120938326E2,3.412181066E-1,-1.103975950E0,4.070977718E-1
1.121037586E2,3.975460526E-1,-1.056099387E0,6.992515630E-1
1.121136856E2,1.971486698E-1,-1.212835318E0,4.074819338E-1
1.121236116E2,-1.482719404E-1,-1.399498322E0,-2.090280193E-1
1.121335386E2,-3.523847171E-1,-1.317132688E0,-8.923821723E-1
1.121434647E2,-5.264234730E-1,-1.151721243E0,-1.746985484E0
1.121533918E2,-5.942919955E-1,-1.026428129E0,-2.684220479E0
1.121633177E2,-5.609813946E-1,-7.852364771E-1,-3.349374003E0
1.121732448E2,-3.653732469E-1,-4.178522632E-1,-3.835682251E0
1.121831707E2,-1.304394310E-1,-5.062881108E-2,-4.171721735E0
1.121930968E2,4.332702745E-2,2.448255323E-1,-4.350070583E0
1.122030237E2,1.244270680E-1,4.477317544E-1,-4.328535288E0
1.122129498E2,1.026603692E-1,6.235845724E-1,-4.177264895E0
1.122228767E2,4.532498449E-2,7.707725121E-1,-4.051798266E0
1.122328028E2,-7.693448413E-2,8.893609891E-1,-3.952718951E0
1.122427297E2,-1.860646878E-1,9.780202004E-1,-3.771423106E0
1.122526557E2,-1.838865269E-1,9.966298413E-1,-3.338064319E0
1.122625828E2,-1.322534200E-2,1.029213304E0,-2.687238227E0
1.122725087E2,1.437343548E-1,1.068773300E0,-2.135734109E0
1.122824347E2,2.320812883E-1,1.105459827E0,-1.766159089E0
1.122923617E2,2.737963115E-1,1.084110035E0,-1.432627476E0
1.123022878E2,3.008676226E-1,1.070432082E0,-9.652437419E-1
1.123122147E2,3.556396793E-1,1.169035068E0,-4.106593108E-1
1.123221408E2,2.948367678E-1,1.285422799E0,3.563351691E-2
1.123320677E2,1.898130089E-1,1.392711020E0,3.562837136E-1
1.123419938E2,1.067816330E-1,1.497091567E0,6.254123390E-1
1.123519207E2,7.710661154E-2,1.496622474E0,9.754541498E-1
1.123618468E2,7.143229988E-2,1.454681127E0,1.518986174E0
1.123717737E2,1.192913123E-1,1.322487568E0,2.175544292E0
